# outline of illuminated area on igrins slitcam
# generated from scam_geometry.ipynb
# ra/dec coordinates are in arcsec relative to center of slit
# x-pixel 	 y-pixel 	 ra 	 dec 
1556.0	737.0	-69.1813115075	19.6471335925
1555.0	737.0	-69.0923206544	19.5669460046
1555.0	738.0	-69.0154684039	19.648546184
1554.0	738.0	-68.926477551	19.5683585961
1553.0	738.0	-68.8374866981	19.4881710082
1553.0	739.0	-68.7606344475	19.5697711875
1552.0	739.0	-68.6716435946	19.4895835996
1552.0	740.0	-68.5947913442	19.571183779
1552.0	741.0	-68.5179390936	19.6527839583
1551.0	741.0	-68.4289482406	19.5725963704
1550.0	741.0	-68.3399573877	19.4924087825
1550.0	742.0	-68.2631051373	19.5740089619
1550.0	743.0	-68.1862528867	19.6556091412
1549.0	743.0	-68.0972620338	19.5754215533
1548.0	743.0	-68.0082711809	19.4952339655
1548.0	744.0	-67.9314189303	19.5768341448
1548.0	745.0	-67.8545666798	19.6584343242
1547.0	745.0	-67.7655758269	19.5782467363
1546.0	745.0	-67.676584974	19.4980591484
1545.0	745.0	-67.5875941211	19.4178715605
1545.0	746.0	-67.5107418705	19.4994717398
1545.0	747.0	-67.4338896201	19.5810719192
1545.0	748.0	-67.3570373695	19.6626720985
1544.0	748.0	-67.2680465166	19.5824845106
1544.0	749.0	-67.1911942661	19.66408469
1544.0	750.0	-67.1143420155	19.7456848693
1543.0	750.0	-67.0253511626	19.6654972814
1542.0	750.0	-66.9363603097	19.5853096935
1541.0	750.0	-66.8473694568	19.5051221056
1541.0	751.0	-66.7705172062	19.586722285
1540.0	751.0	-66.6815263533	19.5065346971
1540.0	752.0	-66.6046741028	19.5881348764
1540.0	753.0	-66.5278218522	19.6697350558
1539.0	753.0	-66.4388309993	19.5895474679
1539.0	754.0	-66.3619787489	19.6711476473
1539.0	755.0	-66.2851264983	19.7527478266
1538.0	755.0	-66.1961356454	19.6725602387
1537.0	755.0	-66.1071447925	19.5923726508
1537.0	756.0	-66.030292542	19.6739728302
1536.0	756.0	-65.9413016891	19.5937852423
1535.0	756.0	-65.852310836	19.5135976544
1534.0	756.0	-65.7633199831	19.4334100665
1534.0	757.0	-65.6864677327	19.5150102458
1534.0	758.0	-65.6096154821	19.5966104252
1534.0	759.0	-65.5327632317	19.6782106045
1533.0	759.0	-65.4437723788	19.5980230166
1533.0	760.0	-65.3669201281	19.679623196
1533.0	761.0	-65.2900678777	19.7612233753
1532.0	761.0	-65.2010770248	19.6810357874
1531.0	761.0	-65.1120861719	19.6008481995
1531.0	762.0	-65.0352339213	19.6824483789
1531.0	763.0	-64.9583816709	19.7640485583
1530.0	763.0	-64.8693908179	19.6838609704
1529.0	763.0	-64.780399965	19.6036733825
1529.0	764.0	-64.7035477144	19.6852735618
1529.0	765.0	-64.626695464	19.7668737412
1528.0	765.0	-64.5377046111	19.6866861533
1528.0	766.0	-64.4608523605	19.7682863326
1527.0	766.0	-64.3718615076	19.6880987447
1527.0	767.0	-64.2950092571	19.7696989241
1526.0	767.0	-64.206018404	19.6895113362
1526.0	768.0	-64.1291661536	19.7711115155
1525.0	768.0	-64.0401753007	19.6909239276
1525.0	769.0	-63.9633230501	19.772524107
1524.0	769.0	-63.8743321972	19.6923365191
1524.0	770.0	-63.7974799468	19.7739366984
1523.0	770.0	-63.7084890939	19.6937491105
1523.0	771.0	-63.6316368432	19.7753492899
1522.0	771.0	-63.5426459903	19.695161702
1522.0	772.0	-63.4657937399	19.7767618814
1521.0	772.0	-63.376802887	19.6965742935
1521.0	773.0	-63.2999506364	19.7781744728
1520.0	773.0	-63.2109597835	19.6979868849
1520.0	774.0	-63.1341075331	19.7795870643
1519.0	774.0	-63.04511668	19.6993994764
1519.0	775.0	-62.9682644295	19.7809996557
1518.0	775.0	-62.8792735766	19.7008120678
1518.0	776.0	-62.802421326	19.7824122472
1517.0	776.0	-62.7134304731	19.7022246593
1517.0	777.0	-62.6365782227	19.7838248386
1516.0	777.0	-62.5475873698	19.7036372507
1516.0	778.0	-62.4707351191	19.7852374301
1515.0	778.0	-62.3817442662	19.7050498422
1514.0	778.0	-62.2927534133	19.6248622543
1514.0	779.0	-62.2159011629	19.7064624336
1513.0	779.0	-62.1269103098	19.6262748457
1513.0	780.0	-62.0500580594	19.7078750251
1513.0	781.0	-61.973205809	19.7894752045
1512.0	781.0	-61.8842149559	19.7092876166
1511.0	781.0	-61.795224103	19.6291000287
1510.0	781.0	-61.7062332501	19.5489124408
1510.0	782.0	-61.6293809996	19.6305126201
1510.0	783.0	-61.552528749	19.7121127995
1510.0	784.0	-61.4756764986	19.7937129788
1509.0	784.0	-61.3866856457	19.7135253909
1509.0	785.0	-61.3098333951	19.7951255703
1508.0	785.0	-61.2208425422	19.7149379824
1508.0	786.0	-61.1439902917	19.7965381617
1507.0	786.0	-61.0549994388	19.7163505738
1506.0	786.0	-60.9660085857	19.6361629859
1506.0	787.0	-60.8891563353	19.7177631653
1505.0	787.0	-60.8001654824	19.6375755774
1504.0	787.0	-60.7111746295	19.5573879895
1504.0	788.0	-60.6343223789	19.6389881688
1504.0	789.0	-60.5574701284	19.7205883482
1504.0	790.0	-60.4806178778	19.8021885275
1503.0	790.0	-60.3916270249	19.7220009396
1503.0	791.0	-60.3147747745	19.803601119
1502.0	791.0	-60.2257839216	19.7234135311
1502.0	792.0	-60.148931671	19.8050137105
1501.0	792.0	-60.0599408181	19.7248261226
1500.0	792.0	-59.9709499652	19.6446385347
1500.0	793.0	-59.8940977147	19.726238714
1499.0	793.0	-59.8051068616	19.6460511261
1499.0	794.0	-59.7282546112	19.7276513055
1499.0	795.0	-59.6514023608	19.8092514848
1498.0	795.0	-59.5624115077	19.7290638969
1498.0	796.0	-59.4855592573	19.8106640763
1497.0	796.0	-59.3965684044	19.7304764884
1497.0	797.0	-59.3197161537	19.8120766677
1496.0	797.0	-59.2307253008	19.7318890798
1495.0	797.0	-59.1417344479	19.6517014919
1495.0	798.0	-59.0648821975	19.7333016713
1495.0	799.0	-58.9880299469	19.8149018507
1494.0	799.0	-58.899039094	19.7347142628
1494.0	800.0	-58.8221868435	19.8163144421
1493.0	800.0	-58.7331959904	19.7361268542
1492.0	800.0	-58.6442051375	19.6559392663
1492.0	801.0	-58.5673528871	19.7375394457
1492.0	802.0	-58.4905006367	19.819139625
1491.0	802.0	-58.4015097836	19.7389520371
1491.0	803.0	-58.3246575332	19.8205522165
1490.0	803.0	-58.2356666803	19.7403646286
1490.0	804.0	-58.1588144296	19.8219648079
1489.0	804.0	-58.0698235767	19.74177722
1489.0	805.0	-57.9929713263	19.8233773994
1488.0	805.0	-57.9039804734	19.7431898115
1488.0	806.0	-57.8271282228	19.8247899908
1487.0	806.0	-57.7381373699	19.7446024029
1487.0	807.0	-57.6612851195	19.8262025823
1486.0	807.0	-57.5722942664	19.7460149944
1486.0	808.0	-57.4954420159	19.8276151737
1486.0	809.0	-57.4185897655	19.9092153531
1485.0	809.0	-57.3295989124	19.8290277652
1484.0	809.0	-57.2406080595	19.7488401773
1483.0	809.0	-57.1516172066	19.6686525894
1483.0	810.0	-57.0747649562	19.7502527688
1483.0	811.0	-56.9979127055	19.8318529481
1483.0	812.0	-56.9210604551	19.9134531275
1482.0	812.0	-56.8320696022	19.8332655396
1481.0	812.0	-56.7430787493	19.7530779517
1481.0	813.0	-56.6662264987	19.834678131
1481.0	814.0	-56.5893742483	19.9162783104
1480.0	814.0	-56.5003833954	19.8360907225
1479.0	814.0	-56.4113925423	19.7559031346
1478.0	814.0	-56.3224016894	19.6757155467
1478.0	815.0	-56.2455494389	19.757315726
1478.0	816.0	-56.1686971883	19.8389159054
1478.0	817.0	-56.0918449379	19.9205160847
1477.0	817.0	-56.002854085	19.8403284968
1476.0	817.0	-55.9138632321	19.760140909
1475.0	817.0	-55.8248723792	19.6799533211
1475.0	818.0	-55.7480201286	19.7615535004
1474.0	818.0	-55.6590292756	19.6813659125
1474.0	819.0	-55.5821770252	19.7629660919
1474.0	820.0	-55.5053247746	19.8445662712
1473.0	820.0	-55.4163339217	19.7643786833
1472.0	820.0	-55.3273430688	19.6841910954
1472.0	821.0	-55.2504908182	19.7657912748
1472.0	822.0	-55.1736385677	19.8473914541
1471.0	822.0	-55.0846477148	19.7672038662
1471.0	823.0	-55.0077954642	19.8488040456
1470.0	823.0	-54.9188046113	19.7686164577
1470.0	824.0	-54.8419523609	19.850216637
1469.0	824.0	-54.752961508	19.7700290491
1469.0	825.0	-54.6761092574	19.8516292285
1469.0	826.0	-54.5992570069	19.9332294078
1468.0	826.0	-54.510266154	19.8530418199
1467.0	826.0	-54.4212753011	19.772854232
1466.0	826.0	-54.332284448	19.6926666441
1465.0	826.0	-54.2432935951	19.6124790562
1465.0	827.0	-54.1664413447	19.6940792356
1465.0	828.0	-54.0895890941	19.775679415
1465.0	829.0	-54.0127368437	19.8572795943
1464.0	829.0	-53.9237459908	19.7770920064
1464.0	830.0	-53.8468937401	19.8586921858
1463.0	830.0	-53.7579028872	19.7785045979
1463.0	831.0	-53.6810506368	19.8601047772
1462.0	831.0	-53.5920597839	19.7799171893
1462.0	832.0	-53.5152075333	19.8615173687
1462.0	833.0	-53.4383552828	19.943117548
1461.0	833.0	-53.3493644299	19.8629299601
1460.0	833.0	-53.260373577	19.7827423722
1460.0	834.0	-53.1835213264	19.8643425516
1459.0	834.0	-53.0945304735	19.7841549637
1459.0	835.0	-53.0176782231	19.865755143
1458.0	835.0	-52.92868737	19.7855675551
1458.0	836.0	-52.8518351196	19.8671677345
1458.0	837.0	-52.7749828691	19.9487679138
1457.0	837.0	-52.685992016	19.8685803259
1456.0	837.0	-52.5970011631	19.7883927381
1455.0	837.0	-52.5080103102	19.7082051502
1455.0	838.0	-52.4311580598	19.7898053295
1455.0	839.0	-52.3543058092	19.8714055089
1455.0	840.0	-52.2774535588	19.9530056882
1454.0	840.0	-52.1884627059	19.8728181003
1453.0	840.0	-52.0994718529	19.7926305124
1453.0	841.0	-52.0226196023	19.8742306918
1453.0	842.0	-51.9457673519	19.9558308711
1452.0	842.0	-51.856776499	19.8756432832
1451.0	842.0	-51.7677856459	19.7954556953
1451.0	843.0	-51.6909333955	19.8770558747
1450.0	843.0	-51.6019425426	19.7968682868
1450.0	844.0	-51.525090292	19.8784684661
1449.0	844.0	-51.436099439	19.7982808782
1449.0	845.0	-51.3592471886	19.8798810576
1449.0	846.0	-51.282394938	19.961481237
1448.0	846.0	-51.1934040851	19.8812936491
1447.0	846.0	-51.1044132322	19.8011060612
1447.0	847.0	-51.0275609818	19.8827062405
1446.0	847.0	-50.9385701289	19.8025186526
1445.0	847.0	-50.8495792758	19.7223310647
1445.0	848.0	-50.7727270253	19.8039312441
1445.0	849.0	-50.6958747749	19.8855314234
1445.0	850.0	-50.6190225243	19.9671316028
1444.0	850.0	-50.5300316714	19.8869440149
1443.0	850.0	-50.4410408185	19.806756427
1443.0	851.0	-50.3641885679	19.8883566063
1443.0	852.0	-50.2873363174	19.9699567857
1442.0	852.0	-50.1983454645	19.8897691978
1441.0	852.0	-50.1093546116	19.8095816099
1441.0	853.0	-50.032502361	19.8911817892
1441.0	854.0	-49.9556501106	19.9727819686
1440.0	854.0	-49.8666592577	19.8925943807
1439.0	854.0	-49.7776684048	19.8124067928
1439.0	855.0	-49.7008161541	19.8940069721
1438.0	855.0	-49.6118253012	19.8138193842
1438.0	856.0	-49.5349730508	19.8954195636
1438.0	857.0	-49.4581208002	19.977019743
1437.0	857.0	-49.3691299473	19.8968321551
1436.0	857.0	-49.2801390944	19.8166445672
1435.0	857.0	-49.1911482415	19.7364569793
1435.0	858.0	-49.1142959909	19.8180571586
1435.0	859.0	-49.0374437404	19.899657338
1435.0	860.0	-48.9605914898	19.9812575173
1434.0	860.0	-48.8716006369	19.9010699294
1434.0	861.0	-48.7947483865	19.9826701088
1433.0	861.0	-48.7057575336	19.9024825209
1432.0	861.0	-48.6167666807	19.822294933
1432.0	862.0	-48.5399144301	19.9038951123
1432.0	863.0	-48.4630621796	19.9854952917
1431.0	863.0	-48.3740713267	19.9053077038
1430.0	863.0	-48.2850804736	19.8251201159
1429.0	863.0	-48.1960896207	19.744932528
1429.0	864.0	-48.1192373703	19.8265327074
1429.0	865.0	-48.0423851197	19.9081328867
1429.0	866.0	-47.9655328693	19.9897330661
1428.0	866.0	-47.8765420163	19.9095454782
1427.0	866.0	-47.7875511634	19.8293578903
1427.0	867.0	-47.7106989128	19.9109580696
1427.0	868.0	-47.6338466624	19.992558249
1426.0	868.0	-47.5448558095	19.9123706611
1426.0	869.0	-47.4680035589	19.9939708404
1425.0	869.0	-47.379012706	19.9137832525
1425.0	870.0	-47.3021604555	19.9953834319
1424.0	870.0	-47.2131696026	19.915195844
1423.0	870.0	-47.1241787495	19.8350082561
1423.0	871.0	-47.0473264991	19.9166084354
1423.0	872.0	-46.9704742487	19.9982086148
1422.0	872.0	-46.8814833956	19.9180210269
1422.0	873.0	-46.8046311452	19.9996212062
1421.0	873.0	-46.7156402923	19.9194336183
1420.0	873.0	-46.6266494394	19.8392460304
1420.0	874.0	-46.5497971887	19.9208462098
1419.0	874.0	-46.4608063358	19.8406586219
1419.0	875.0	-46.3839540854	19.9222588013
1418.0	875.0	-46.2949632325	19.8420712134
1418.0	876.0	-46.2181109819	19.9236713927
1418.0	877.0	-46.1412587314	20.0052715721
1417.0	877.0	-46.0522678785	19.9250839842
1417.0	878.0	-45.9754156279	20.0066841635
1416.0	878.0	-45.886424775	19.9264965756
1415.0	878.0	-45.7974339221	19.8463089877
1415.0	879.0	-45.7205816715	19.9279091671
1414.0	879.0	-45.6315908186	19.8477215792
1414.0	880.0	-45.5547385682	19.9293217585
1414.0	881.0	-45.4778863175	20.0109219379
1413.0	881.0	-45.3888954646	19.93073435
1412.0	881.0	-45.2999046117	19.8505467621
1412.0	882.0	-45.2230523613	19.9321469414
1412.0	883.0	-45.1462001107	20.0137471208
1411.0	883.0	-45.0572092578	19.9335595329
1410.0	883.0	-44.9682184049	19.853371945
1410.0	884.0	-44.8913661545	19.9349721243
1410.0	885.0	-44.8145139038	20.0165723037
1409.0	885.0	-44.7255230509	19.9363847158
1408.0	885.0	-44.636532198	19.8561971279
1408.0	886.0	-44.5596799474	19.9377973073
1407.0	886.0	-44.4706890945	19.8576097194
1407.0	887.0	-44.3938368441	19.9392098987
1407.0	888.0	-44.3169845935	20.0208100781
1406.0	888.0	-44.2279937406	19.9406224902
1405.0	888.0	-44.1390028876	19.8604349023
1405.0	889.0	-44.0621506372	19.9420350816
1404.0	889.0	-43.9731597843	19.8618474937
1403.0	889.0	-43.8841689312	19.7816599058
1403.0	890.0	-43.8073166808	19.8632600852
1403.0	891.0	-43.7304644304	19.9448602645
1403.0	892.0	-43.6536121797	20.0264604439
1402.0	892.0	-43.5646213268	19.946272856
1402.0	893.0	-43.4877690764	20.0278730354
1401.0	893.0	-43.3987782233	19.9476854475
1400.0	893.0	-43.3097873704	19.8674978596
1400.0	894.0	-43.23293512	19.9490980389
1400.0	895.0	-43.1560828694	20.0306982183
1399.0	895.0	-43.0670920165	19.9505106304
1398.0	895.0	-42.9781011636	19.8703230425
1398.0	896.0	-42.9012489131	19.9519232218
1397.0	896.0	-42.8122580602	19.8717356339
1397.0	897.0	-42.7354058096	19.9533358133
1396.0	897.0	-42.6464149567	19.8731482254
1395.0	897.0	-42.5574241038	19.7929606375
1395.0	898.0	-42.4805718532	19.8745608168
1395.0	899.0	-42.4037196027	19.9561609962
1395.0	900.0	-42.3268673523	20.0377611755
1394.0	900.0	-42.2378764992	19.9575735876
1394.0	901.0	-42.1610242488	20.039173767
1393.0	901.0	-42.0720333959	19.9589861791
1393.0	902.0	-41.9951811453	20.0405863584
1392.0	902.0	-41.9061902924	19.9603987705
1391.0	902.0	-41.8171994395	19.8802111826
1391.0	903.0	-41.740347189	19.961811362
1391.0	904.0	-41.6634949384	20.0434115414
1390.0	904.0	-41.5745040855	19.9632239535
1390.0	905.0	-41.4976518351	20.0448241328
1389.0	905.0	-41.4086609822	19.9646365449
1388.0	905.0	-41.3196701291	19.884448957
1388.0	906.0	-41.2428178787	19.9660491364
1387.0	906.0	-41.1538270258	19.8858615485
1387.0	907.0	-41.0769747751	19.9674617278
1387.0	908.0	-41.0001225247	20.0490619072
1386.0	908.0	-40.9111316718	19.9688743193
1386.0	909.0	-40.8342794212	20.0504744986
1385.0	909.0	-40.7452885683	19.9702869107
1385.0	910.0	-40.6684363179	20.0518870901
1384.0	910.0	-40.5794454649	19.9716995022
1383.0	910.0	-40.490454612	19.8915119143
1383.0	911.0	-40.4136023614	19.9731120937
1383.0	912.0	-40.336750111	20.054712273
1382.0	912.0	-40.2477592581	19.9745246851
1381.0	912.0	-40.158768405	19.8943370972
1381.0	913.0	-40.0819161546	19.9759372766
1380.0	913.0	-39.9929253017	19.8957496887
1380.0	914.0	-39.916073051	19.977349868
1380.0	915.0	-39.8392208006	20.0589500474
1379.0	915.0	-39.7502299477	19.9787624595
1378.0	915.0	-39.6612390948	19.8985748716
1378.0	916.0	-39.5843868442	19.9801750509
1378.0	917.0	-39.5075345938	20.0617752303
1377.0	917.0	-39.4185437409	19.9815876424
1377.0	918.0	-39.3416914902	20.0631878217
1376.0	918.0	-39.2527006373	19.9830002338
1375.0	918.0	-39.1637097844	19.9028126459
1375.0	919.0	-39.086857534	19.9844128253
1374.0	919.0	-38.9978666809	19.9042252374
1374.0	920.0	-38.9210144305	19.9858254167
1373.0	920.0	-38.8320235776	19.9056378288
1373.0	921.0	-38.755171327	19.9872380082
1373.0	922.0	-38.6783190765	20.0688381876
1372.0	922.0	-38.5893282236	19.9886505997
1372.0	923.0	-38.512475973	20.070250779
1371.0	923.0	-38.4234851201	19.9900631911
1370.0	923.0	-38.3344942672	19.9098756032
1370.0	924.0	-38.2576420168	19.9914757826
1370.0	925.0	-38.1807897661	20.0730759619
1369.0	925.0	-38.0917989132	19.992888374
1369.0	926.0	-38.0149466628	20.0744885534
1368.0	926.0	-37.9259558099	19.9943009655
1368.0	927.0	-37.8491035593	20.0759011448
1367.0	927.0	-37.7601127064	19.9957135569
1366.0	927.0	-37.6711218535	19.915525969
1366.0	928.0	-37.5942696029	19.9971261484
1365.0	928.0	-37.50527875	19.9169385605
1365.0	929.0	-37.4284264995	19.9985387398
1364.0	929.0	-37.3394356466	19.9183511519
1364.0	930.0	-37.262583396	19.9999513313
1364.0	931.0	-37.1857311456	20.0815515106
1363.0	931.0	-37.0967402927	20.0013639228
1363.0	932.0	-37.0198880421	20.0829641021
1362.0	932.0	-36.9308971891	20.0027765142
1361.0	932.0	-36.8419063362	19.9225889263
1361.0	933.0	-36.7650540858	20.0041891057
1360.0	933.0	-36.6760632327	19.9240015178
1360.0	934.0	-36.5992109823	20.0056016971
1360.0	935.0	-36.5223587319	20.0872018765
1359.0	935.0	-36.4333678788	20.0070142886
1358.0	935.0	-36.3443770259	19.9268267007
1358.0	936.0	-36.2675247754	20.00842688
1358.0	937.0	-36.1906725248	20.0900270594
1358.0	938.0	-36.1138202744	20.1716272387
1357.0	938.0	-36.0248294215	20.0914396508
1356.0	938.0	-35.9358385686	20.0112520629
1356.0	939.0	-35.858986318	20.0928522423
1355.0	939.0	-35.7699954651	20.0126646544
1355.0	940.0	-35.6931432146	20.0942648338
1354.0	940.0	-35.6041523617	20.0140772459
1354.0	941.0	-35.5273001111	20.0956774252
1353.0	941.0	-35.4383092582	20.0154898373
1353.0	942.0	-35.3614570078	20.0970900167
1353.0	943.0	-35.2846047572	20.178690196
1352.0	943.0	-35.1956139043	20.0985026081
1351.0	943.0	-35.1066230513	20.0183150202
1351.0	944.0	-35.0297708007	20.0999151996
1350.0	944.0	-34.9407799478	20.0197276117
1350.0	945.0	-34.8639276974	20.101327791
1350.0	946.0	-34.7870754468	20.1829279704
1349.0	946.0	-34.6980845939	20.1027403825
1348.0	946.0	-34.609093741	20.0225527946
1348.0	947.0	-34.5322414905	20.1041529739
1347.0	947.0	-34.4432506376	20.023965386
1346.0	947.0	-34.3542597845	19.9437777981
1346.0	948.0	-34.2774075341	20.0253779775
1345.0	948.0	-34.1884166812	19.9451903896
1344.0	948.0	-34.0994258283	19.8650028017
1344.0	949.0	-34.0225735777	19.9466029811
1344.0	950.0	-33.9457213273	20.0282031604
1344.0	951.0	-33.8688690766	20.1098033398
1343.0	951.0	-33.7798782237	20.0296157519
1343.0	952.0	-33.7030259733	20.1112159312
1343.0	953.0	-33.6261737227	20.1928161106
1342.0	953.0	-33.5371828698	20.1126285227
1341.0	953.0	-33.4481920169	20.0324409348
1341.0	954.0	-33.3713397664	20.1140411141
1340.0	954.0	-33.2823489135	20.0338535262
1339.0	954.0	-33.1933580604	19.9536659383
1339.0	955.0	-33.11650581	20.0352661177
1338.0	955.0	-33.0275149571	19.9550785298
1338.0	956.0	-32.9506627065	20.0366787091
1338.0	957.0	-32.8738104561	20.1182788885
1338.0	958.0	-32.7969582056	20.1998790678
1337.0	958.0	-32.7079673525	20.1196914799
1336.0	958.0	-32.6189764996	20.0395038921
1336.0	959.0	-32.5421242492	20.1211040714
1335.0	959.0	-32.4531333963	20.0409164835
1335.0	960.0	-32.3762811457	20.1225166629
1335.0	961.0	-32.2994288953	20.2041168422
1334.0	961.0	-32.2104380424	20.1239292543
1333.0	961.0	-32.1214471895	20.0437416664
1332.0	961.0	-32.0324563364	19.9635540785
1332.0	962.0	-31.9556040859	20.0451542579
1331.0	962.0	-31.866613233	19.96496667
1330.0	962.0	-31.7776223801	19.8847790821
1330.0	963.0	-31.7007701295	19.9663792614
1330.0	964.0	-31.6239178791	20.0479794408
1330.0	965.0	-31.5470656285	20.1295796201
1329.0	965.0	-31.4580747756	20.0493920322
1329.0	966.0	-31.3812225251	20.1309922116
1328.0	966.0	-31.2922316722	20.0508046237
1328.0	967.0	-31.2153794216	20.1324048031
1327.0	967.0	-31.1263885687	20.0522172152
1327.0	968.0	-31.0495363183	20.1338173945
1327.0	969.0	-30.9726840676	20.2154175739
1326.0	969.0	-30.8836932147	20.135229986
1325.0	969.0	-30.7947023618	20.0550423981
1325.0	970.0	-30.7178501114	20.1366425774
1324.0	970.0	-30.6288592583	20.0564549895
1324.0	971.0	-30.5520070079	20.1380551689
1323.0	971.0	-30.463016155	20.057867581
1322.0	971.0	-30.3740253021	19.9776799931
1322.0	972.0	-30.2971730515	20.0592801724
1321.0	972.0	-30.2081821986	19.9790925845
1321.0	973.0	-30.1313299481	20.0606927639
1321.0	974.0	-30.0544776975	20.1422929432
1320.0	974.0	-29.9654868446	20.0621053553
1320.0	975.0	-29.8886345942	20.1437055347
1320.0	976.0	-29.8117823436	20.225305714
1319.0	976.0	-29.7227914907	20.1451181261
1318.0	976.0	-29.6338006377	20.0649305382
1318.0	977.0	-29.5569483873	20.1465307176
1317.0	977.0	-29.4679575342	20.0663431297
1317.0	978.0	-29.3911052838	20.1479433091
1316.0	978.0	-29.3021144309	20.0677557212
1316.0	979.0	-29.2252621803	20.1493559005
1315.0	979.0	-29.1362713274	20.0691683126
1314.0	979.0	-29.0472804745	19.9889807247
1314.0	980.0	-28.970428224	20.0705809041
1314.0	981.0	-28.8935759734	20.1521810834
1313.0	981.0	-28.8045851205	20.0719934955
1312.0	981.0	-28.7155942676	19.9918059076
1312.0	982.0	-28.6387420172	20.073406087
1311.0	982.0	-28.5497511641	19.9932184991
1310.0	982.0	-28.4607603112	19.9130309112
1310.0	983.0	-28.3839080608	19.9946310905
1310.0	984.0	-28.3070558101	20.0762312699
1310.0	985.0	-28.2302035597	20.1578314493
1309.0	985.0	-28.1412127068	20.0776438614
1309.0	986.0	-28.0643604562	20.1592440407
1308.0	986.0	-27.9753696033	20.0790564528
1308.0	987.0	-27.8985173529	20.1606566322
1307.0	987.0	-27.8095264999	20.0804690443
1306.0	987.0	-27.720535647	20.0002814564
1306.0	988.0	-27.6436833964	20.0818816357
1306.0	989.0	-27.566831146	20.1634818151
1305.0	989.0	-27.4778402931	20.0832942272
1305.0	990.0	-27.4009880425	20.1648944065
1304.0	990.0	-27.3119971896	20.0847068186
1303.0	990.0	-27.2230063367	20.0045192307
1303.0	991.0	-27.146154086	20.0861194101
1302.0	991.0	-27.0571632331	20.0059318222
1302.0	992.0	-26.9803109827	20.0875320015
1302.0	993.0	-26.9034587321	20.1691321809
1301.0	993.0	-26.8144678792	20.088944593
1300.0	993.0	-26.7254770263	20.0087570051
1299.0	993.0	-26.6364861734	19.9285694172
1299.0	994.0	-26.559633923	20.0101695965
1299.0	995.0	-26.4827816723	20.0917697759
1298.0	995.0	-26.3937908194	20.011582188
1298.0	996.0	-26.316938569	20.0931823674
1297.0	996.0	-26.2279477159	20.0129947795
1297.0	997.0	-26.1510954655	20.0945949588
1296.0	997.0	-26.0621046126	20.0144073709
1296.0	998.0	-25.985252362	20.0960075503
1296.0	999.0	-25.9084001115	20.1776077296
1295.0	999.0	-25.8194092586	20.0974201417
1294.0	999.0	-25.7304184057	20.0172325538
1294.0	1000.0	-25.6535661551	20.0988327332
1293.0	1000.0	-25.5645753022	20.0186451453
1293.0	1001.0	-25.4877230518	20.1002453246
1293.0	1002.0	-25.4108708011	20.181845504
1292.0	1002.0	-25.3218799482	20.1016579161
1292.0	1003.0	-25.2450276978	20.1832580954
1291.0	1003.0	-25.1560368449	20.1030705075
1291.0	1004.0	-25.0791845943	20.1846706869
1290.0	1004.0	-24.9901937414	20.104483099
1290.0	1005.0	-24.913341491	20.1860832784
1289.0	1005.0	-24.8243506379	20.1058956905
1288.0	1005.0	-24.735359785	20.0257081026
1288.0	1006.0	-24.6585075345	20.1073082819
1288.0	1007.0	-24.5816552839	20.1889084613
1287.0	1007.0	-24.492664431	20.1087208734
1286.0	1007.0	-24.4036735781	20.0285332855
1286.0	1008.0	-24.3268213277	20.1101334648
1285.0	1008.0	-24.2378304748	20.0299458769
1284.0	1008.0	-24.1488396217	19.949758289
1284.0	1009.0	-24.0719873712	20.0313584684
1284.0	1010.0	-23.9951351208	20.1129586477
1283.0	1010.0	-23.9061442677	20.0327710598
1282.0	1010.0	-23.8171534148	19.9525834719
1282.0	1011.0	-23.7403011644	20.0341836513
1282.0	1012.0	-23.6634489138	20.1157838306
1282.0	1013.0	-23.5865966633	20.19738401
1281.0	1013.0	-23.4976058104	20.1171964221
1281.0	1014.0	-23.4207535598	20.1987966015
1280.0	1014.0	-23.3317627069	20.1186090136
1280.0	1015.0	-23.2549104565	20.2002091929
1279.0	1015.0	-23.1659196036	20.120021605
1279.0	1016.0	-23.089067353	20.2016217844
1278.0	1016.0	-23.0000765001	20.1214341965
1278.0	1017.0	-22.9232242496	20.2030343758
1277.0	1017.0	-22.8342333967	20.1228467879
1277.0	1018.0	-22.7573811461	20.2044469673
1276.0	1018.0	-22.6683902932	20.1242593794
1275.0	1018.0	-22.5793994403	20.0440717915
1275.0	1019.0	-22.5025471897	20.1256719708
1274.0	1019.0	-22.4135563368	20.0454843829
1274.0	1020.0	-22.3367040863	20.1270845623
1273.0	1020.0	-22.2477132334	20.0468969744
1273.0	1021.0	-22.1708609828	20.1284971537
1273.0	1022.0	-22.0940087324	20.2100973331
1272.0	1022.0	-22.0050178795	20.1299097452
1271.0	1022.0	-21.9160270264	20.0497221573
1270.0	1022.0	-21.8270361735	19.9695345694
1270.0	1023.0	-21.7501839231	20.0511347488
1270.0	1024.0	-21.6733316726	20.1327349281
1270.0	1025.0	-21.596479422	20.2143351075
1269.0	1025.0	-21.5074885691	20.1341475196
1268.0	1025.0	-21.4184977162	20.0539599317
1268.0	1026.0	-21.3416454656	20.135560111
1268.0	1027.0	-21.2647932152	20.2171602904
1267.0	1027.0	-21.1758023623	20.1369727025
1266.0	1027.0	-21.0868115094	20.0567851146
1266.0	1028.0	-21.0099592587	20.1383852939
